Country,Province_State,Confirmed,Deaths,Incident_Rate,Case_Fatality_Ratio,Last_Update 
US,Connecticut,28313,310,24244.318473737392,1.0949034012644367,2022-07-26 04:20:58
US,Delaware,56688,666,31356.410341508745,1.1748518204911091,2022-07-26 04:20:58
US,Delaware,166556,1470,29808.520043740256,0.8825860371286535,2022-07-26 04:20:58
US,Delaware,68360,885,29185.6121250934,1.2946167349327091,2022-07-26 04:20:58
US,Delaware,1008,0,,0.0,2022-07-26 04:20:58
US,Diamond Princess,49,0,,0.0,2020-08-04 02:27:56
US,District of Columbia,161415,1363,22871.44579730188,0.8444072731778335,2022-07-26 04:20:58
US,Florida,77668,684,28868.24782655561,0.8806715764536232,2022-07-26 04:20:58
US,Florida,9158,143,31352.27661759671,1.561476304870059,2022-07-26 04:20:58
US,Florida,50205,832,28737.01382330214,1.6572054576237427,2022-07-26 04:20:58
US,Florida,8055,150,28562.816921385765,1.86219739292365,2022-07-26 04:20:58
US,Florida,153962,2168,25577.54733844789,1.4081396708278666,2022-07-26 04:20:58
US,Florida,692032,5961,35438.334516263494,0.8613763525386109,2022-07-26 04:20:58
US,Florida,4312,99,30570.719602977668,2.295918367346939,2022-07-26 04:20:58
US,Florida,41288,828,21855.91022179874,2.005425305173416,2022-07-26 04:20:58
US,Florida,33555,992,22421.269970666257,2.9563403367605425,2022-07-26 04:20:58
US,Florida,58940,869,26882.308941309544,1.4743807261621988,2022-07-26 04:20:58
US,Florida,94002,1015,24422.320486773257,1.0797642603348865,2022-07-26 04:20:58
US,Florida,22580,407,31498.479479954243,1.8024800708591675,2022-07-26 04:20:58
US,Florida,10174,152,26772.97965843004,1.494004324749361,2022-07-26 04:20:58
US,Florida,4363,71,25930.10816593368,1.6273206509282603,2022-07-26 04:20:58
US,Florida,281487,3456,29390.292924599715,1.2277654030203882,2022-07-26 04:20:58
US,Florida,88067,1329,27666.53262795461,1.5090783153735223,2022-07-26 04:20:58
US,Florida,25365,367,22040.99721066032,1.4468756160063079,2022-07-26 04:20:58
US,Florida,3283,53,27076.288659793816,1.6143770941212305,2022-07-26 04:20:58
US,Florida,14982,209,32812.08935611038,1.395007342143906,2022-07-26 04:20:58
US,Florida,4947,95,26622.53793994188,1.9203557711744492,2022-07-26 04:20:58
US,Florida,2114,36,15306.639635073492,1.7029328287606433,2022-07-26 04:20:58
US,Florida,4604,80,33756.140479507296,1.737619461337967,2022-07-26 04:20:58
US,Florida,4042,56,28014.97088993624,1.3854527461652648,2022-07-26 04:20:58
US,Florida,9231,126,34268.84953781045,1.3649658758531036,2022-07-26 04:20:58
US,Florida,12524,161,29803.436295273903,1.2855317789843501,2022-07-26 04:20:58
US,Florida,47213,1114,24346.63778877888,2.359519623832419,2022-07-26 04:20:58
US,Florida,26645,696,25084.49365003153,2.6121223494088945,2022-07-26 04:20:58
US,Florida,424169,3871,28816.45524902716,0.9126079463610023,2022-07-26 04:20:58
US,Florida,5779,90,29459.142580414948,1.5573628655476726,2022-07-26 04:20:58
US,Florida,37338,669,23347.485977626733,1.791740318174514,2022-07-26 04:20:58
US,Florida,15926,284,34312.92282500969,1.7832475197789777,2022-07-26 04:20:58
US,Florida,4376,61,30717.394356310542,1.393967093235832,2022-07-26 04:20:58
US,Florida,2908,61,34528.61553075279,2.0976616231086656,2022-07-26 04:20:58
US,Florida,96107,1539,26178.77630625576,1.6013401729322525,2022-07-26 04:20:58
US,Florida,213491,2208,27705.34287942672,1.0342356352258408,2022-07-26 04:20:58
US,Florida,97654,679,33262.93846352978,0.6953120199889405,2022-07-26 04:20:58
US,Florida,11105,167,26757.101896248463,1.5038271049076992,2022-07-26 04:20:58
US,Florida,2638,30,31577.687335408187,1.1372251705837755,2022-07-26 04:20:58
US,Florida,6328,98,34218.35289028281,1.5486725663716814,2022-07-26 04:20:58
US,Florida,108708,1472,26957.765968263106,1.354086175810428,2022-07-26 04:20:58
US,Florida,91803,2143,25111.67216935327,2.334346372122915,2022-07-26 04:20:58
US,Florida,34741,630,21578.260869565216,1.8134193028410235,2022-07-26 04:20:58
US,Florida,1373836,11102,50565.56272865798,0.8081022771276921,2022-07-26 04:20:58
US,Florida,20729,120,27926.11952362989,0.5788991268271504,2022-07-26 04:20:58
US,Florida,24676,299,27843.15937940761,1.2117036796887664,2022-07-26 04:20:58
US,Florida,55845,696,26499.729521965663,1.2463067418748321,2022-07-26 04:20:58
US,Florida,11324,184,26854.486814646178,1.624867537972448,2022-07-26 04:20:58
US,Florida,428339,2888,30739.415494756904,0.6742323253311046,2022-07-26 04:20:58
US,Florida,128658,1161,34240.2282362522,0.902392389124656,2022-07-26 04:20:58
US,Florida,422635,5184,28236.46919700421,1.2265903202527004,2022-07-26 04:20:58
US,Florida,139180,1956,25125.147351641943,1.4053743353930161,2022-07-26 04:20:58
US,Florida,242423,3439,24863.999442049,1.4185947702981978,2022-07-26 04:20:58
US,Florida,226435,3034,31242.023408579465,1.3398988672245897,2022-07-26 04:20:58
US,Florida,18978,428,25466.646985413507,2.255242912846454,2022-07-26 04:20:58
US,Florida,52898,628,28700.09169185028,1.1871904419826838,2022-07-26 04:20:58
US,Florida,105796,1675,24391.458516814146,1.583235661083595,2022-07-26 04:20:58
US,Florida,117561,1117,24916.176726166,0.9501450310902425,2022-07-26 04:20:58
US,Florida,69844,577,26388.88888888889,0.8261267968615772,2022-07-26 04:20:58
US,Florida,83624,1251,25472.05731395657,1.4959820147326126,2022-07-26 04:20:58
US,Florida,25330,592,19128.530433469263,2.3371496249506514,2022-07-26 04:20:58
US,Florida,13716,317,30880.0684422631,2.3111694371536893,2022-07-26 04:20:58
US,Florida,7387,101,34248.226621540176,1.367266820089346,2022-07-26 04:20:58
US,Florida,62541,1774,,2.8365392302649464,2022-07-26 04:20:58
US,Florida,4553,117,29881.210211983987,2.569734241159675,2022-07-26 04:20:58
US,Florida,132669,2026,23978.463140087188,1.527108819694126,2022-07-26 04:20:58
US,Florida,10702,128,31719.96798956697,1.1960381237151934,2022-07-26 04:20:58
US,Florida,18586,215,25092.14132386494,1.1567846766383298,2022-07-26 04:20:58
US,Florida,7023,113,27570.36862560358,1.6089990032749537,2022-07-26 04:20:58
US,Georgia,4907,132,26688.7849450669,2.690034644385572,2022-07-26 04:20:58
US,Georgia,2256,52,27630.128597673,2.3049645390070923,2022-07-26 04:20:58
US,Georgia,3847,78,34458.97527767825,2.0275539381336105,2022-07-26 04:20:58
US,Georgia,577,15,18992.75839368005,2.5996533795493932,2022-07-26 04:20:58
US,Georgia,10046,245,22379.14903096458,2.438781604618754,2022-07-26 04:20:58
US,Georgia,4121,98,21425.60049911615,2.3780635768017473,2022-07-26 04:20:58
US,Georgia,23161,261,27824.363286881307,1.1268943482578473,2022-07-26 04:20:58
US,Georgia,30930,454,28708.53366500213,1.4678305851923699,2022-07-26 04:20:58
US,Georgia,4476,123,26802.39520958084,2.74798927613941,2022-07-26 04:20:58
US,Georgia,5165,85,26627.82904572872,1.6456921587608906,2022-07-26 04:20:58
US,Georgia,40529,801,26462.042713781106,1.9763626045547633,2022-07-26 04:20:58
US,Georgia,3487,101,27087.702944146666,2.896472612560941,2022-07-26 04:20:58
US,Georgia,4313,111,22570.51651054477,2.573614653373522,2022-07-26 04:20:58
US,Georgia,3605,87,23322.766384162514,2.4133148404993063,2022-07-26 04:20:58
US,Georgia,9837,94,24823.983647513058,0.9555758869574057,2022-07-26 04:20:58
US,Georgia,16192,267,20339.66435534117,1.6489624505928853,2022-07-26 04:20:58
US,Georgia,5568,113,24876.0219809677,2.0294540229885056,2022-07-26 04:20:58
US,Georgia,6902,164,27678.857876162976,2.3761228629382787,2022-07-26 04:20:58
US,Georgia,1406,24,22717.724995960576,1.7069701280227596,2022-07-26 04:20:58
US,Georgia,12330,127,22555.15311162332,1.030008110300081,2022-07-26 04:20:58
US,Georgia,2307,101,21355.179116911968,4.377980060684872,2022-07-26 04:20:58
US,Georgia,25148,468,20958.06387092473,1.8609829807539366,2022-07-26 04:20:58
US,Georgia,15457,181,22872.151524119563,1.1709904897457462,2022-07-26 04:20:58
US,Georgia,3156,63,23566.3082437276,1.9961977186311788,2022-07-26 04:20:58
US,Georgia,70036,913,24197.90622948554,1.3036152835684505,2022-07-26 04:20:58
US,Georgia,7561,22,69322.45347024847,0.2909668033328925,2022-07-26 04:20:58
US,Georgia,6960,136,28076.969623623383,1.9540229885057472,2022-07-26 04:20:58
US,Georgia,68008,648,26280.948939804384,0.9528290789318904,2022-07-26 04:20:58
US,Georgia,31714,240,24712.657113246216,0.7567635744466167,2022-07-26 04:20:58
US,Georgia,546,6,19266.05504587156,1.098901098901099,2022-07-26 04:20:58
US,Georgia,69373,1007,23737.066133800505,1.4515733786919984,2022-07-26 04:20:58
US,Georgia,2212,42,33423.995164702326,1.8987341772151898,2022-07-26 04:20:58
US,Georgia,192824,1890,25366.872724928664,0.9801684437621873,2022-07-26 04:20:58
US,Georgia,10938,282,25276.73144917154,2.578167855183763,2022-07-26 04:20:58
US,Georgia,11709,250,25677.63157894737,2.1351097446408747,2022-07-26 04:20:58
US,Georgia,38499,395,24566.40759600291,1.0260006753422166,2022-07-26 04:20:58
US,Georgia,5157,75,29861.03068905617,1.4543339150668995,2022-07-26 04:20:58
US,Georgia,36062,500,24282.70340518083,1.3865010260107593,2022-07-26 04:20:58
US,Georgia,1892,55,15253.14414704934,2.9069767441860463,2022-07-26 04:20:58
US,Georgia,4964,137,22188.44984802432,2.7598710717163577,2022-07-26 04:20:58
US,Georgia,3575,33,22182.923802432364,0.9230769230769231,2022-07-26 04:20:58
US,Georgia,7382,101,28274.85828098667,1.3681929016526686,2022-07-26 04:20:58
US,Georgia,168667,1791,22213.573871620723,1.0618556089810098,2022-07-26 04:20:58
US,Georgia,7664,133,29025.90516588396,1.7353862212943632,2022-07-26 04:20:58
US,Georgia,5410,156,26255.76316428052,2.8835489833641406,2022-07-26 04:20:58
US,Georgia,2504,69,18700.52277819268,2.7555910543130993,2022-07-26 04:20:58
US,Georgia,21385,511,24313.293010141435,2.3895253682487727,2022-07-26 04:20:58
US,Georgia,38028,414,25985.527151964903,1.0886715052066898,2022-07-26 04:20:58
US,Georgia,2899,65,28449.46025515211,2.242152466367713,2022-07-26 04:20:58
US,Georgia,972,12,24263.604593110336,1.2345679012345678,2022-07-26 04:20:58
US,Georgia,14316,200,22265.77081000373,1.3970382788488405,2022-07-26 04:20:58
US,Georgia,4681,112,24387.82953006148,2.39265114291818,2022-07-26 04:20:58
US,Georgia,6160,162,27201.271747770024,2.6298701298701297,2022-07-26 04:20:58
US,Georgia,2523,64,23681.24648019523,2.536662703131193,2022-07-26 04:20:58
US,Georgia,5347,165,20417.748587139147,3.085842528520666,2022-07-26 04:20:58
US,Georgia,25445,334,22238.050707475028,1.312635095303596,2022-07-26 04:20:58
US,Georgia,28678,528,29115.31198603017,1.8411325754934096,2022-07-26 04:20:58
US,Georgia,59516,413,24366.637734798485,0.6939310437529403,2022-07-26 04:20:58
US,Georgia,5531,104,23688.380658700586,1.8803109745073223,2022-07-26 04:20:58
US,Georgia,244639,2415,22993.74869000702,0.9871688487935284,2022-07-26 04:20:58
US,Georgia,7309,182,23300.07332079441,2.4900807223970447,2022-07-26 04:20:58
US,Georgia,634,25,21339.616290811176,3.943217665615142,2022-07-26 04:20:58
US,Georgia,24798,412,29074.239084556582,1.6614243084119686,2022-07-26 04:20:58
US,Georgia,17629,274,30414.22976726533,1.554257189857621,2022-07-26 04:20:58
US,Georgia,6152,113,24974.62753217229,1.8368010403120936,2022-07-26 04:20:58
US,Georgia,4215,85,23002.61951538965,2.0166073546856467,2022-07-26 04:20:58
US,Georgia,227411,1926,24289.55941255007,0.8469247309936635,2022-07-26 04:20:58
US,Georgia,10425,267,22999.02929756442,2.5611510791366907,2022-07-26 04:20:58
US,Georgia,56568,858,27669.596607334144,1.5167585914297836,2022-07-26 04:20:58
US,Georgia,1684,90,19912.498521934493,5.344418052256532,2022-07-26 04:20:58
US,Georgia,5679,178,19062.16433941998,3.134354639901391,2022-07-26 04:20:58
US,Georgia,6427,118,18239.868316494496,1.8360043566205073,2022-07-26 04:20:58
US,Georgia,5017,104,19145.20129746232,2.0729519633246962,2022-07-26 04:20:58
US,Georgia,2276,56,19089.155413905897,2.460456942003515,2022-07-26 04:20:58
US,Georgia,63093,699,26898.33348254825,1.1078883552850554,2022-07-26 04:20:58
US,Georgia,43231,506,27385.13774602028,1.1704563854641346,2022-07-26 04:20:58
US,Georgia,1991,51,21144.85981308412,2.561526870919136,2022-07-26 04:20:58
US,Georgia,22184,294,30398.618742891595,1.3252794807068158,2022-07-26 04:20:58
US,Georgia,3334,73,23447.499824178914,2.1895620875824835,2022-07-26 04:20:58
US,Georgia,4007,74,26510.089315249752,1.8467681557274769,2022-07-26 04:20:58
US,Georgia,3800,113,24736.362452805624,2.973684210526316,2022-07-26 04:20:58
US,Georgia,1580,68,18211.1572153066,4.30379746835443,2022-07-26 04:20:58
US,Georgia,2339,74,24255.93694908224,3.1637451902522447,2022-07-26 04:20:58
US,Georgia,5405,109,18809.813815903948,2.0166512488436634,2022-07-26 04:20:58
US,Georgia,5138,115,26932.95591550034,2.238224990268587,2022-07-26 04:20:58
US,Georgia,2406,26,23083.565192363043,1.0806317539484622,2022-07-26 04:20:58
US,Georgia,14630,309,30770.20148908425,2.1120984278879016,2022-07-26 04:20:58
US,Georgia,7770,106,25906.90850893572,1.3642213642213643,2022-07-26 04:20:58
US,Georgia,13276,153,21609.831529258565,1.152455558903284,2022-07-26 04:20:58
US,Georgia,1654,35,20881.20186845096,2.1160822249093107,2022-07-26 04:20:58
US,Georgia,2962,35,15143.923513472058,1.1816340310600946,2022-07-26 04:20:58
US,Georgia,33154,400,28238.76122174336,1.2064909211558184,2022-07-26 04:20:58
US,Georgia,7663,133,22799.76197560249,1.735612684327287,2022-07-26 04:20:58
US,Georgia,2306,52,17811.07592492469,2.2549869904596704,2022-07-26 04:20:58
US,Georgia,7231,113,24200.133868808567,1.562716083529249,2022-07-26 04:20:58
US,Georgia,1625,51,19440.12441679627,3.1384615384615384,2022-07-26 04:20:58
US,Georgia,5407,105,25370.683183183184,1.9419271314962085,2022-07-26 04:20:58
US,Georgia,2618,37,18208.37390457644,1.413292589763178,2022-07-26 04:20:58
US,Georgia,4805,147,22700.42991448953,3.0593132154006244,2022-07-26 04:20:58
US,Georgia,1816,32,31759.356418328087,1.7621145374449338,2022-07-26 04:20:58
US,Georgia,5559,119,25426.51969080181,2.140672782874618,2022-07-26 04:20:58
US,Georgia,6352,175,23032.85227355138,2.755037783375315,2022-07-26 04:20:58
US,Georgia,2139,53,23320.976886175315,2.4777933613838243,2022-07-26 04:20:58
US,Georgia,4770,70,24745.79788337829,1.4675052410901468,2022-07-26 04:20:58
US,Georgia,12036,192,30017.956903431765,1.5952143569292123,2022-07-26 04:20:58
US,Georgia,40898,845,20890.948005046765,2.0661157024793386,2022-07-26 04:20:58
US,Georgia,26608,464,23811.569301260024,1.7438364401683704,2022-07-26 04:20:58
US,Georgia,9315,107,23125.62065541212,1.1486849168008588,2022-07-26 04:20:58
US,Georgia,3409,58,22340.91355921096,1.7013787034320915,2022-07-26 04:20:58
US,Georgia,88067,1526,,1.7327716397742627,2022-07-26 04:20:58
US,Georgia,41151,438,24397.77787000421,1.0643726762411605,2022-07-26 04:20:58
US,Georgia,6848,137,24860.23379075002,2.0005841121495327,2022-07-26 04:20:58
US,Georgia,8876,171,27234.512595501827,1.9265434880576837,2022-07-26 04:20:58
US,Georgia,5902,133,30321.08913434369,2.253473398847848,2022-07-26 04:20:58
US,Georgia,5762,99,30387.08996941251,1.7181534189517529,2022-07-26 04:20:58
US,Georgia,12446,199,29207.04949193908,1.598907279447212,2022-07-26 04:20:58
US,Georgia,2257,78,20265.78073089701,3.4559149313247675,2022-07-26 04:20:58
US,Georgia,4762,107,21529.002215290024,2.246955060898782,2022-07-26 04:20:58
US,Georgia,457,4,19878.20791648543,0.87527352297593,2022-07-26 04:20:58
US,Georgia,3807,101,22215.09015580323,2.6530076175466246,2022-07-26 04:20:58
US,Georgia,1569,48,23148.421363233992,3.0592734225621414,2022-07-26 04:20:58
US,Georgia,53903,906,26616.39952991833,1.6807969871806765,2022-07-26 04:20:58
US,Georgia,20539,329,22596.153846153848,1.6018306636155606,2022-07-26 04:20:58
US,Georgia,1241,11,23606.61974510177,0.8863819500402901,2022-07-26 04:20:58
US,Georgia,2802,70,20063.010167549764,2.4982155603140614,2022-07-26 04:20:58
US,Georgia,2245,30,27750.309023485785,1.3363028953229399,2022-07-26 04:20:58
US,Georgia,17079,426,25604.54552269013,2.4942912348498156,2022-07-26 04:20:58
US,Georgia,6530,167,25188.04243008679,2.557427258805513,2022-07-26 04:20:58
US,Georgia,2844,35,42954.23652016312,1.230661040787623,2022-07-26 04:20:58
US,Georgia,7370,171,24962.74217585693,2.320217096336499,2022-07-26 04:20:58
US,Georgia,1226,33,19790.153349475386,2.6916802610114194,2022-07-26 04:20:58
US,Georgia,294,3,19128.17176317501,1.0204081632653061,2022-07-26 04:20:58
US,Georgia,5285,133,20900.89377521157,2.5165562913907285,2022-07-26 04:20:58
US,Georgia,2090,54,26059.85037406484,2.583732057416268,2022-07-26 04:20:58
US,Georgia,3160,88,19924.33795712484,2.7848101265822787,2022-07-26 04:20:58
US,Georgia,2188,68,25647.63802602274,3.1078610603290677,2022-07-26 04:20:58
US,Georgia,12351,214,27785.65161638658,1.732653226459396,2022-07-26 04:20:58
US,Georgia,12254,224,30149.59157563232,1.8279745389260649,2022-07-26 04:20:58
US,Georgia,7366,206,27454.342154304883,2.7966331794732553,2022-07-26 04:20:58
US,Georgia,2553,117,21209.60372185761,4.582843713278496,2022-07-26 04:20:58
US,Georgia,1709,64,24764.52688016229,3.7448800468110006,2022-07-26 04:20:58
US,Georgia,16478,386,23566.259546351648,2.342517295788324,2022-07-26 04:20:58
US,Georgia,2747,63,34402.00375704446,2.2934109938114307,2022-07-26 04:20:58
US,Georgia,1657,70,20406.4039408867,4.224502112251056,2022-07-26 04:20:58
US,Georgia,12043,6,,0.049821473054886656,2022-07-26 04:20:58
US,Georgia,5337,161,21773.89743380523,3.016676035225782,2022-07-26 04:20:58
US,Georgia,8304,240,31550.15197568389,2.8901734104046244,2022-07-26 04:20:58
US,Georgia,18058,254,25885.5234299967,1.4065788016391627,2022-07-26 04:20:58
US,Georgia,23182,435,24507.09883395177,1.8764558709343455,2022-07-26 04:20:58
US,Georgia,10419,285,29157.105277886607,2.735387273250792,2022-07-26 04:20:58
US,Georgia,1133,30,21564.52226874762,2.64783759929391,2022-07-26 04:20:58
US,Georgia,4681,138,22975.36075390203,2.948088015381329,2022-07-26 04:20:58
US,Georgia,8062,207,26938.88461924015,2.5676010915405607,2022-07-26 04:20:58
US,Georgia,462,8,17721.518987341773,1.7316017316017316,2022-07-26 04:20:58
US,Georgia,1470,39,18714.194780394653,2.6530612244897958,2022-07-26 04:20:58
US,Georgia,7196,167,23365.15358140139,2.320733740967204,2022-07-26 04:20:58
US,Georgia,35273,442,33712.77287150667,1.2530830947183398,2022-07-26 04:20:58
US,Georgia,2093,71,24238.56398378692,3.3922599139990446,2022-07-26 04:20:58
US,Georgia,2324,56,23770.07261941291,2.4096385542168677,2022-07-26 04:20:58
US,Georgia,2390,59,26691.981237435783,2.4686192468619246,2022-07-26 04:20:58
US,Georgia,4914,120,24270.26226107572,2.442002442002442,2022-07-26 04:20:58
US,Grand Princess,103,3,,2.912621359223301,2020-08-04 02:27:56
US,Guam,54622,377,33259.655724628414,0.690198088682216,2022-07-26 04:20:58
US,Hawaii,35717,200,17724.414802022697,0.5599574432343142,2022-07-26 04:20:58
US,Hawaii,223313,1153,22914.16768336167,0.5163156645605048,2022-07-26 04:20:58
US,Hawaii,16265,35,22498.72048469423,0.21518598217030432,2022-07-26 04:20:58
US,Hawaii,38510,148,23002.443001606767,0.384315762139704,2022-07-26 04:20:58
US,Hawaii,8064,12,,0.1488095238095238,2022-07-26 04:20:58
US,Hawaii,0,0,,,2022-07-26 04:20:58
US,Idaho,146276,1040,30373.74347729486,0.7109847138286527,2022-07-26 04:20:58
US,Idaho,746,15,17373.078714485328,2.0107238605898123,2022-07-26 04:20:58
US,Idaho,22221,254,25306.35021865889,1.1430628684577653,2022-07-26 04:20:58
US,Idaho,994,16,16228.57142857143,1.6096579476861168,2022-07-26 04:20:58
US,Idaho,2563,41,27565.06775650677,1.5996878657822864,2022-07-26 04:20:58
US,Idaho,10304,161,22011.920275149005,1.5625,2022-07-26 04:20:58
US,Idaho,6601,29,28673.81955605751,0.43932737464020605,2022-07-26 04:20:58
US,Idaho,1192,14,15221.555356914823,1.174496644295302,2022-07-26 04:20:58
US,Idaho,9442,190,20643.214762019285,2.0122855327261173,2022-07-26 04:20:58
US,Idaho,32551,290,27339.537383884028,0.8909096494731344,2022-07-26 04:20:58
US,Idaho,2217,63,18105.34912209065,2.841677943166441,2022-07-26 04:20:58
US,Idaho,505,11,19445.514054678475,2.1782178217821784,2022-07-26 04:20:58
US,Idaho,165,2,14918.62567811935,1.2121212121212122,2022-07-26 04:20:58
US,Idaho,64772,693,28180.240070655083,1.0699067498301735,2022-07-26 04:20:58
US,Idaho,1536,27,21467.505241090148,1.7578125,2022-07-26 04:20:58
US,Idaho,5157,53,21460.67415730337,1.027729299980609,2022-07-26 04:20:58
US,Idaho,113,1,13372.781065088757,0.8849557522123894,2022-07-26 04:20:58
US,Idaho,2419,34,27626.77021470991,1.4055394791236049,2022-07-26 04:20:58
US,Idaho,639,9,14808.80648899189,1.408450704225352,2022-07-26 04:20:58
US,Idaho,7943,70,28872.08752862492,0.8812791136850057,2022-07-26 04:20:58
US,Idaho,2447,29,17634.765061977516,1.185124642419289,2022-07-26 04:20:58
US,Idaho,2278,28,17390.640506908923,1.2291483757682178,2022-07-26 04:20:58
US,Idaho,3880,80,21422.26148409894,2.0618556701030926,2022-07-26 04:20:58
US,Idaho,3495,56,23025.23222873707,1.6022889842632333,2022-07-26 04:20:58
US,Idaho,3207,52,19241.615167696647,1.6214530714062987,2022-07-26 04:20:58
US,Idaho,6301,65,21094.037695423656,1.031582288525631,2022-07-26 04:20:58
US,Idaho,6430,64,26339.505161396035,0.995334370139969,2022-07-26 04:20:58
US,Idaho,44144,612,26641.399663240736,1.3863718738673432,2022-07-26 04:20:58
US,Idaho,7211,51,17978.956816595193,0.7072528082096796,2022-07-26 04:20:58
US,Idaho,1437,26,17902.080478385447,1.8093249826026443,2022-07-26 04:20:58
US,Idaho,1214,30,31631.057842626367,2.471169686985173,2022-07-26 04:20:58
US,Idaho,1152,15,21468.505404398064,1.3020833333333333,2022-07-26 04:20:58
US,Idaho,13193,54,33059.36301901922,0.4093079663457894,2022-07-26 04:20:58
US,Idaho,4403,65,20927.800750986265,1.476266182148535,2022-07-26 04:20:58
US,Idaho,9474,150,23445.852306473964,1.5832805573147561,2022-07-26 04:20:58
US,Idaho,854,11,18847.936437872435,1.288056206088993,2022-07-26 04:20:58
US,Idaho,2386,53,20181.00312949336,2.2212908633696564,2022-07-26 04:20:58
US,Idaho,5929,87,24754.7075278694,1.4673638050261426,2022-07-26 04:20:58
US,Idaho,1517,20,19750.03254784533,1.3183915622940012,2022-07-26 04:20:58
US,Idaho,2919,77,22659.52491849092,2.6378896882494005,2022-07-26 04:20:58
US,Idaho,2816,9,23192.22533355296,0.3196022727272727,2022-07-26 04:20:58
US,Idaho,25838,297,29740.5557218168,1.1494697732022603,2022-07-26 04:20:58
US,Idaho,0,0,,,2022-07-26 04:20:58
US,Idaho,2853,16,25043.8904494382,0.5608131791097091,2022-07-26 04:20:58
US,Idaho,2492,57,24445.752403374536,2.287319422150883,2022-07-26 04:20:58
US,Illinois,24499,212,37440.20783984107,0.8653414425078575,2022-07-26 04:20:58
US,Illinois,1392,16,24162.47179309148,1.1494252873563218,2022-07-26 04:20:58
US,Illinois,4712,31,28686.229148910264,0.6578947368421053,2022-07-26 04:20:58
US,Illinois,15378,120,28720.30479605558,0.7803355442840422,2022-07-26 04:20:58
US,Illinois,2548,16,38735.17786561265,0.6279434850863422,2022-07-26 04:20:58
US,Illinois,9006,128,27602.059580728208,1.421274705751721,2022-07-26 04:20:58
US,Illinois,1642,5,34648.660054863896,0.30450669914738127,2022-07-26 04:20:58
US,Illinois,4569,49,31939.88116043341,1.0724447362661413,2022-07-26 04:20:58
US,Illinois,4988,35,41063.637112044125,0.7016840417000801,2022-07-26 04:20:58
US,Illinois,73933,294,35258.40649724115,0.39765733840098466,2022-07-26 04:20:58
US,Illinois,11187,114,34630.38632986627,1.0190399570930544,2022-07-26 04:20:58
US,Illinois,5220,52,33806.10064115019,0.9961685823754789,2022-07-26 04:20:58
US,Illinois,5098,70,38668.08252427184,1.3730874852883483,2022-07-26 04:20:58
US,Illinois,12809,113,34100.95309088973,0.8821922086033258,2022-07-26 04:20:58
US,Illinois,16479,174,32553.6832539855,1.055889313671946,2022-07-26 04:20:58
US,Illinois,1328378,14585,25792.58064635134,1.0979555518082955,2022-07-26 04:20:58
US,Illinois,6748,45,36149.35447581293,0.6668642560758743,2022-07-26 04:20:58
US,Illinois,3535,37,32834.85045513654,1.0466760961810466,2022-07-26 04:20:58
US,Illinois,4761,40,30445.069702007928,0.8401596303297627,2022-07-26 04:20:58
US,Illinois,27369,201,26091.30861702432,0.7344075413789324,2022-07-26 04:20:58
US,Illinois,7008,56,36003.0824556897,0.7990867579908676,2022-07-26 04:20:58
US,Illinois,251252,1749,27223.56518055175,0.6961138617802047,2022-07-26 04:20:58
US,Illinois,5615,60,32719.538488433074,1.068566340160285,2022-07-26 04:20:58
US,Illinois,1871,28,29257.232212666146,1.4965259219668627,2022-07-26 04:20:58
US,Illinois,11428,139,33603.85791578452,1.2163108155407771,2022-07-26 04:20:58
US,Illinois,7644,101,35826.77165354331,1.3212977498691785,2022-07-26 04:20:58
US,Illinois,4817,69,37165.34218038731,1.4324268216732405,2022-07-26 04:20:58
US,Illinois,13202,170,34318.542202812656,1.287683684290259,2022-07-26 04:20:58
US,Illinois,11252,131,32766.453115899825,1.1642374688944188,2022-07-26 04:20:58
US,Illinois,1543,18,31959.40347970174,1.1665586519766689,2022-07-26 04:20:58
US,Illinois,3849,46,29678.46402960907,1.1951156144453106,2022-07-26 04:20:58
US,Illinois,14107,140,27631.52740235829,0.9924151130644361,2022-07-26 04:20:58
US,Illinois,2328,31,28684.080827994087,1.331615120274914,2022-07-26 04:20:58
US,Illinois,4735,48,26739.326857917327,1.013727560718057,2022-07-26 04:20:58
US,Illinois,1142,20,29887.46401465585,1.7513134851138354,2022-07-26 04:20:58
US,Illinois,1283,19,19304.84501956064,1.4809041309431021,2022-07-26 04:20:58
US,Illinois,13814,121,28241.980659538363,0.8759229766903142,2022-07-26 04:20:58
US,Illinois,7836,119,28900.199159106,1.518631955079122,2022-07-26 04:20:58
US,Illinois,17516,124,30865.198237885463,0.7079241836035625,2022-07-26 04:20:58
US,Illinois,2830,31,29448.491155046828,1.0954063604240283,2022-07-26 04:20:58
US,Illinois,11847,176,31437.74546226516,1.4856081708449396,2022-07-26 04:20:58
US,Illinois,6829,73,31364.534055940843,1.0689705667008347,2022-07-26 04:20:58
US,Illinois,4468,37,21040.7346362138,0.8281110116383169,2022-07-26 04:20:58
US,Illinois,4825,41,38858.01723443666,0.8497409326424871,2022-07-26 04:20:58
US,Illinois,144700,1148,27178.659774644395,0.7933655839668279,2022-07-26 04:20:58
US,Illinois,31952,373,29083.759625712257,1.1673760640961441,2022-07-26 04:20:58
US,Illinois,36218,164,28078.1455926816,0.4528135181401513,2022-07-26 04:20:58
US,Illinois,14054,220,28278.234974546773,1.5653906361178311,2022-07-26 04:20:58
